"song_name","artist_id","artist_name","play_count","song_id","user_id"
"Venus","ARWILYB1187FB37DFE","Bananarama",1,"SOWCBOE12A6701F3AD","CAVENNX1333297AA8E"
"Perfect Circle","ARR6LWJ1187FB44C8B","R.E.M.",1,"SORFMIS12AF72AA24C","CAVENNX1333297AA8E"
"I Believe","ARR6LWJ1187FB44C8B","R.E.M.",1,"SOFCYRW12A6310E05F","CAVENNX1333297AA8E"
"Gypsies_ Tramps And Thieves","AR4VT3E1187FB570BB","Cher",1,"SOJEVHW12A6D4FD113","CAVENNX1333297AA8E"
"The Times They Are A-Changin'","ARWFMO31187FB3DC49","Blackmore's Night",1,"SOFXNXN13152A74445","CAVENNX1333297AA8E"
"Wish You Were Here","ARWFMO31187FB3DC49","Blackmore's Night",1,"SOMZKLK12A8C1430BB","CAVENNX1333297AA8E"
"Again Someday","ARWFMO31187FB3DC49","Blackmore's Night",1,"SOJHTAD1315CD4A161","CAVENNX1333297AA8E"
"Use Somebody","ARF2EHS1187B994F4E","Kings of Leon",1,"SOWCKVR12A8C142411","CAVENNX1333297AA8E"
"Queens Get The Money","ARZ3U2M1187B989ACB","Nas",2,"SODNBMK12A81C2189D","CAVENNX1333297AA8E"
"Go And Say Goodbye","ARCE5NR1187FB5636A","Buffalo Springfield",1,"SOJOUKJ12A58A7E6AB","CAVWFBJ13332770C95"
"I'll Be There","AR20CFC1187B98A25D","Ray Charles",1,"SOMSTZN12A58A7A90B","CAVWFBJ13332770C95"
"Train Kept A - Rollin'","AR0N7RH1187B9B7497","The Yardbirds",2,"SOKQFRT12A8C132F46","CAVWFBJ13332770C95"
"Stormy","AR0S3YD1187B99967F","Classics IV",6,"SOIECKY12A58A7CAF0","CAVWFBJ13332770C95"
"Dedicated To The One I Love","ARQ294N1187FB53D2A","The Mamas & The Papas",1,"SOOWLRI12A6310D7DF","CAVWFBJ13332770C95"
"Freak Of The Week","AR1JLAW1187FB38508","Funkadelic",1,"SOLBLSM12AB017F917","CAVWFBJ13332770C95"
"Kids In America","ARHZKID1187B9AFC21","Kim Wilde",5,"SOPEPDC12A6D4F7599","CAVWFBJ13332770C95"
"Ya Mama","AR82DJK1187B991107","The Pharcyde",2,"SOLIZUI12A58A7ABD1","CAVWFBJ13332770C95"
"I'm So Glad","ARZHSES1187FB58AAC","Cream",1,"SOMJLKL12AF72A4508","CAVWFBJ13332770C95"
"Runnin'","AR82DJK1187B991107","The Pharcyde",5,"SOPFOEP12A6D4F6C3D","CAVWFBJ13332770C95"
"Dancing In The Street","ARQ294N1187FB53D2A","The Mamas & The Papas",1,"SOUCFMB12A6D4FA847","CAVWFBJ13332770C95"
"A Song For You","AR7TTCH1187FB3F95C","Leon Russell",1,"SOZTTOJ12A6D4F9955","CAVWFBJ13332770C95"
"Let's Get It On","ARVNNXD1187B9AE50D","Marvin Gaye",2,"SOZSFWF12A6D4F93D5","CAVWFBJ13332770C95"
"Ohio","AR2UE9U1187B9AD9DA","Crosby, Stills, Nash & Young",1,"SOKJILN12AB0182BC9","CAVWFBJ13332770C95"
"Dancing In The Street","ARQ294N1187FB53D2A","The Mamas & The Papas",1,"SOUCFMB12A6D4FA847","CAVWFBJ13332770C95"
"Back To Black","ARWD25M1187FB4C563","Amy Winehouse",15,"SOUZLXN12A6D4F4A66","CAGJPJO13328563FAC"
"Pumpkin Soup","ARUZIPI1187FB5454A","Kate Nash",1,"SORHFUK12A8C13A4F7","CAGJPJO13328563FAC"
"I Like You So Much Better When You`re Naked","ARI4XHX1187B9A1216","Ida Maria",2,"SOMIRVP12AB0184BEA","CAGJPJO13328563FAC"
"Endlessly","ARR3ONV1187B9A2F59","Muse",1,"SOXXJQK12AF729E5DB","CAGJPJO13328563FAC"
"ugLi","ARAXOCH1187B9AD3F3","Skinny Puppy",1,"SOUULKD12A8C142FBE","CAGJPJO13328563FAC"
"Sweet About Me","ARJ3GS61187B9A15C0","Gabriella Cilmi",1,"SOQUCVI12A6D4FC6A1","CAGJPJO13328563FAC"
"Supermassive Black Hole (Album Version)","ARR3ONV1187B9A2F59","Muse",1,"SOIZLKI12A6D4F7B61","CAGJPJO13328563FAC"
"Make Yourself","AR1RMYB1187FB5A59E","Incubus",11,"SOCWAVM12A8C1320D5","CAGJPJO13328563FAC"
"Girl Scout","ARN2C4X1187B9B363C","Jack Off Jill",5,"SOLBZGF12A8C135888","CAGJPJO13328563FAC"
"NYC","ARNBMT71187B993523","Interpol",7,"SOXCDAP12A8C1371AF","CAGJPJO13328563FAC"
"Say Hello To The Angels","ARNBMT71187B993523","Interpol",NA,"SOGVQTZ12A6D4FB490","CAGJPJO13328563FAC"
"Hold On","ARMKNC21187FB4696B","Dashboard Confessional",4,"SOZEVBO12A6701D93E","CAGJPJO13328563FAC"
"Yeah! New York","AR6NYHH1187B9BA128","Yeah Yeah Yeahs",37,"SOINYYH12A6D4F649E","CAGJPJO13328563FAC"
"A Quiet Mind","ARDQ62L1187FB56FF0","Blue October",12,"SOACCUT12A8C138D57","CAGJPJO13328563FAC"
"Fortune Faded (Album Version)","ARE8GLF1187FB52532","Red Hot Chili Peppers",3,"SOTFIPT12A6701F2FA","CAGJPJO13328563FAC"
"What They Found","AR5JDDD1187FB460C4","The Octopus Project",1,"SOTORXA12A58A79338","CAGUWRU13332A80A89"
"Hallelujah","ARE0WH81187B9A7BA3","Rufus Wainwright",1,"SOCJWZY12A67021D18","CAGUWRU13332A80A89"
"Cubicle","ARPSDIM1187FB5A5AA","Rinôçérôse",1,"SOENQEA12AB018C77F","CAGUWRU13332A80A89"
"We Lied (Explicit Album Version)","ARBC4GQ1187B9B7F8D","Young Dro",1,"SOIGKLS12A6D4F8ED9","CAGUWRU13332A80A89"
"Old White Lincoln","ARBVLCJ1187FB50E61","The Gaslight Anthem",1,"SOFCDDN12A58A7D3E1","CAGUWRU13332A80A89"
"We Will Become Silhouettes (Album)","AR4ZYGI1187B995AA2","The Postal Service",1,"SOZHJKI12A81C2248F","CAGUWRU13332A80A89"
"Survivalism","ARK9TRQ1187B99C095","Nine Inch Nails",1,"SOXYFCH12A6BD4D5C9","CAGUWRU13332A80A89"
"A Favor House Atlantic","ARIWKUS1187FB55354","Coheed and Cambria",2,"SOPGPXF12A8C13FCAC","CAGUWRU13332A80A89"
"Stand Up Guy (Explicit Album Version)","ARBS1OC1187FB44CAF","T.I.",1,"SOUATLJ12A6D4F6C13","CAGUWRU13332A80A89"
"Hands Open","ARVN9FZ1187FB393F1","Snow Patrol",1,"SOYYJMW12A6D4F8636","CAGUWRU13332A80A89"
"Ocean Breathes Salty","AR6AY7W1187B9AC569","Modest Mouse",1,"SOMHWDR12A8C1380BA","CAGUWRU13332A80A89"
"The District Sleeps Alone Tonight (Album)","AR4ZYGI1187B995AA2","The Postal Service",1,"SOHNOOC12A8C13BF35","CAGUWRU13332A80A89"
"Sleeping In","AR4ZYGI1187B995AA2","The Postal Service",1,"SOACITY1311AFE8F71","CAGUWRU13332A80A89"
"Nothing Better (Album)","AR4ZYGI1187B995AA2","The Postal Service",1,"SOFCPOU12A8C13BF40","CAGUWRU13332A80A89"
"Recycled Air","AR4ZYGI1187B995AA2","The Postal Service",NA,"SOODGPE131343A3287","CAGUWRU13332A80A89"
"A Solas Con Un Ritmo Kase.O","AR1ZHZ51187FB37FEC","Violadores del Verso",1,"SOKRZKM12AC46888ED","CAEWAMD13332A22A87"
"Set The Night To Music","ARQ95WI1187B99C6C5","Roberta Flack",1,"SOLIOFV12A6D4F7E85","CAEWAMD13332A22A87"
"Back To Black","ARWD25M1187FB4C563","Amy Winehouse",1,"SOUZLXN12A6D4F4A66","CAEWAMD13332A22A87"
"Me Arde","AR1N3PB1187B9B25C1","Andrés Calamaro",1,"SOPTWVT12A8AE48371","CAEWAMD13332A22A87"
"Standing In Motion","AR1N3PB1187B9B25C1","Andrés Calamaro",1,"SORPYUG12A8AE45E20","CAEWAMD13332A22A87"
"Estadio Azteca","AR1N3PB1187B9B25C1","Andrés Calamaro",1,"SOLQRUG12A8AE45DE1","CAEWAMD13332A22A87"
"Filosofia y letras","AR1ZHZ51187FB37FEC","Violadores del Verso",1,"SOOVGXB12AC468B0F8","CAEWAMD13332A22A87"
"Alberta","ARLAUED1187B9ACEAF","Eric Clapton",1,"SOIOOIR12A58A7EBB8","CAEWAMD13332A22A87"
"115","ARQZE891187FB56222","Muchachito Bombo Infierno",1,"SOTPTTF12A58A796A9","CAEWAMD13332A22A87"
"Paquito Tarantino","ARQZE891187FB56222","Muchachito Bombo Infierno",1,"SOXEJUT12A8C13AF8E","CAEWAMD13332A22A87"
"Sin Vigilancia","ARQZE891187FB56222","Muchachito Bombo Infierno",2,"SOROUNG12AF729DDE4","CAEWAMD13332A22A87"
"Siempre Que Quiera","ARQZE891187FB56222","Muchachito Bombo Infierno",1,"SOOSXOZ12A8C13AF86","CAEWAMD13332A22A87"
"South Side","ARPT0RR1187FB527E1","Moby",1,"SOGPGBV12A6701EEE5","CAEWAMD13332A22A87"
"Sodomy","ARBKN991187FB3DDAE","Galt MacDermot",1,"SOULXFP12A8C13A16C","CAEWAMD13332A22A87"
"Easy To Be Hard","ARBKN991187FB3DDAE","Galt MacDermot",1,"SOEZSAS12A8C13A4F8","CAEWAMD13332A22A87"
"sillyworld (Album Version)","ARZCUK61187FB411EF","Stone Sour",1,"SOOHCLI12A6D4FBFE2","CAFXTVE1332EBB36BE"
"Duck And Run","ARW1MUW1187FB4D5A1","3 Doors Down",142,"SOBSTWJ12A6701CFDE","CAFXTVE1332EBB36BE"
"Better Life","ARW1MUW1187FB4D5A1","3 Doors Down",11,"SOOXLGD12A6701CFE2","CAFXTVE1332EBB36BE"
"This Godless Endeavor","AR8S6R11187B9B0407","Nevermore",1,"SOAFWRD12A6D4F6672","CAFXTVE1332EBB36BE"
"Seven Nation Army","AR8V1WA1187B9AD9E9","The White Stripes",1,"SOAUFOF12AB0180C65","CAFXTVE1332EBB36BE"
"Cold Desert","ARF2EHS1187B994F4E","Kings of Leon",NA,"SODHJHX12A58A7D24C","CAFXTVE1332EBB36BE"
"In One Ear","AR12DMP11C8A41577B","Cage the Elephant",NA,"SOPZVSB12A8C13E2EF","CAFXTVE1332EBB36BE"
"James Brown","AR12DMP11C8A41577B","Cage the Elephant",2,"SOQWKRO12AB0183752","CAFXTVE1332EBB36BE"
"Lost","AR0IVTL1187B9AD520","Katy Perry",NA,"SOLMARC12A8C13FC61","CAFXTVE1332EBB36BE"
"In Person","AR0DVRJ1187B98CBF5","The Pussycat Dolls",4,"SOPMDSY12AF72A0C6F","CAFXTVE1332EBB36BE"
"Never Gonna Happen","ARKZJ301187FB521B2","Lily Allen",1,"SOYHHCO12AB01891DA","CAFXTVE1332EBB36BE"
"Voodoo","AR8ICRA1187B9B8A5F","Godsmack",NA,"SOAFBKA12A58A7ACCF","CAFXTVE1332EBB36BE"
"Keep Away","AR8ICRA1187B9B8A5F","Godsmack",NA,"SOYRMVO12A6701D106","CAFXTVE1332EBB36BE"
"Someone In London","AR8ICRA1187B9B8A5F","Godsmack",NA,"SONKFVL12AB0184F9F","CAFXTVE1332EBB36BE"
"I Kissed A Girl","AR0IVTL1187B9AD520","Katy Perry",1,"SONOYIB12A81C1F88C","CAFXTVE1332EBB36BE"
"THANK YOU (Short Intro Edit)/(LYRICS!)","ARP8HC01187B9AC42D","Dido",1,"SOYALKY12A8C137576","CAWSIJG13332E370A4"
"Du Riechst So Gut","ARWAQTR1187FB38810","Rammstein",2,"SOIBSPD12AAA8C663A","CAWSIJG13332E370A4"
"Rammstein - Moskau","ARWAQTR1187FB38810","Rammstein",1,"SOJUKCL12A6D4F7DF7","CAWSIJG13332E370A4"
"AMERIKA","ARWAQTR1187FB38810","Rammstein",1,"SOGHFDV12A6D4F7E0D","CAWSIJG13332E370A4"
"LOS","ARWAQTR1187FB38810","Rammstein",1,"SOPZADJ12A6D4F7E08","CAWSIJG13332E370A4"
"rammstein-dalai_lama-[www.goldesel.to]","ARWAQTR1187FB38810","Rammstein",2,"SOIXUIV12A6D4F7DBA","CAWSIJG13332E370A4"
"Keine Lust","ARWAQTR1187FB38810","Rammstein",1,"SOLIJXB12A8C13F529","CAWSIJG13332E370A4"
"MEIN TEIL","ARWAQTR1187FB38810","Rammstein",3,"SOYWDNB12A6D4F7DCA","CAWSIJG13332E370A4"
"Land Of Confusion","AROTVAL1271F5743BC","Genesis",2,"SORCNJV12A58A7A6EF","CAWSIJG13332E370A4"
"I Can't Dance","AROTVAL1271F5743BC","Genesis",2,"SOONVAG12A8C145227","CAWSIJG13332E370A4"
"Asche Zu Asche","ARWAQTR1187FB38810","Rammstein",1,"SOLKBSU12AAA8C6631","CAWSIJG13332E370A4"
"AMERIKA","ARWAQTR1187FB38810","Rammstein",1,"SOGHFDV12A6D4F7E0D","CAWSIJG13332E370A4"
"STEIN UM STEIN","ARWAQTR1187FB38810","Rammstein",1,"SOYASOM12A6D4F7DD2","CAWSIJG13332E370A4"
"rammstein-ohne_dich-[www.goldesel.to]","ARWAQTR1187FB38810","Rammstein",2,"SOLLXAI12A6D4F7DC0","CAWSIJG13332E370A4"
"Oh What A Night","ARN9Q881187FB3D951","The Dells",1,"SOHCUMK12A8C14078A","CAWSIJG13332E370A4"
"Birthday","AR2JB471187FB470A2","The Bird and the Bee",1,"SOSZESM12AB01810BF","CAQDDLN13332ADDEE4"
"I'm A Man","AR27AEB1187B98D39D","Bo Diddley",1,"SOKNCNR12A6701FDEC","CAQDDLN13332ADDEE4"
"Superstition","ARBLDRW1187B9A05A1","The Kills",10,"SOJCAVK12A8151B805","CAQDDLN13332ADDEE4"
"Yesterdays","ARM7EDF1187B9B3FA1","Guns N' Roses",1,"SOCGXXL12B0B808865","CAQDDLN13332ADDEE4"
"Baby Please Don’t Go","ARB336A1187B9A4583","MC5",1,"SOTMAJF12AB0187CE6","CAQDDLN13332ADDEE4"
"Don't Cha","AR0DVRJ1187B98CBF5","The Pussycat Dolls",1,"SOSVDRD12A67ADAEF1","CAQDDLN13332ADDEE4"
"Country Mile","ARL26PR1187FB576E5","Camera Obscura",1,"SOLKDKP12AC9072C74","CAQDDLN13332ADDEE4"
"MANSARD ROOF","AR2ZPMX1187FB4E4B6","Vampire Weekend",1,"SOUODRG127CF8E5225","CAQDDLN13332ADDEE4"
"M79","AR2ZPMX1187FB4E4B6","Vampire Weekend",1,"SOLOZRE12A8C133256","CAQDDLN13332ADDEE4"
"I Stand Corrected","AR2ZPMX1187FB4E4B6","Vampire Weekend",1,"SOBKRVG12A8C133269","CAQDDLN13332ADDEE4"
"Everything In Its Right Place","ARH6W4X1187B99274F","Radiohead",1,"SOAOPCG12AC468D27E","CAQDDLN13332ADDEE4"
"Planet Telex","ARH6W4X1187B99274F","Radiohead",1,"SOIVPRW12A6310F237","CAQDDLN13332ADDEE4"
"Chinese","ARKZJ301187FB521B2","Lily Allen",1,"SOSDTGC12AF72A2BC3","CAQDDLN13332ADDEE4"
"Stars Of Leo","AR99RTN1187B9A7A0C","M. Ward",1,"SOVZJCF12AB018A15A","CAQDDLN13332ADDEE4"
"Remember You","ARZ9FGC1187B98B47D","The Zombies",2,"SOIAKFD12B0B806A3F","CAQDDLN13332ADDEE4"
"ME & MRS. YOU","ARN0YZ71187B9BA57B","Michael Bublé",1,"SOZQXHH12A8C134513","CAVDTSM13332985F23"
"Surfer Babe","AR9NG3Y1187B9895EE","McFly",1,"SODGRTP12A6D4F73BD","CAVDTSM13332985F23"
"Everybody Needs Somebody To Love","ARMGDJZ1187B9AD74C","The Blues Brothers",1,"SOJUKCD12AB0186A01","CAVDTSM13332985F23"
"Sweet Home Chicago","ARMGDJZ1187B9AD74C","The Blues Brothers",1,"SOCSXMM12AB0186A58","CAVDTSM13332985F23"
"Sleepyhead","AR6PFD411C8A416424","Passion Pit",1,"SOFVEIQ1313438F2DD","CAVDTSM13332985F23"
"M62 Song","ARW64KS1187FB3C94D","Doves",3,"SOBLNAT12A6310DFDF","CAVDTSM13332985F23"
"Where We're Calling From","ARW64KS1187FB3C94D","Doves",2,"SOBZPSF12A6310DFE0","CAVDTSM13332985F23"
"Pounding","ARW64KS1187FB3C94D","Doves",NA,"SOCVEZQ12A58A78A13","CAVDTSM13332985F23"
"Shelf","ARWQ4AM1187B9AD5F8","Jonas Brothers",2,"SOQGOHE12A8C143075","CAVDTSM13332985F23"
"Lovebug","ARWQ4AM1187B9AD5F8","Jonas Brothers",2,"SOXBZEQ12A8C14307F","CAVDTSM13332985F23"
"White Diamonds","ARHYJP11187FB462AF","Friendly Fires",1,"SOFHZBN12AB0181B84","CAVDTSM13332985F23"
"Catch The Sun","ARW64KS1187FB3C94D","Doves",2,"SOVMDTY12A6310EA62","CAVDTSM13332985F23"
"Tonight","ARWQ4AM1187B9AD5F8","Jonas Brothers",1,"SOJWDVX12A8C144C92","CAVDTSM13332985F23"
"Corrupted","AR9NG3Y1187B9895EE","McFly",2,"SOWDOVD12A8C143584","CAVDTSM13332985F23"
"Spider-Man Theme [Junkie XL Remix]","ARN0YZ71187B9BA57B","Michael Bublé",1,"SOQADZS12A670202F9","CAVDTSM13332985F23"
"Sample Track 2","ARWR05M1187B9951A2","AC/DC",2,"SOLRGNF12AB0187CF4","CAWMPCE13332EF1BB9"
"Do You Remember","ARC8CQZ1187B98DECA","Jack Johnson",NA,"SOKUTUM12A6701D9CD","CAWMPCE13332EF1BB9"
"Sleepyhead","AR6PFD411C8A416424","Passion Pit",NA,"SOFVEIQ1313438F2DD","CAWMPCE13332EF1BB9"
"In My Place","ARJ7KF01187B98D717","Coldplay",1,"SONIRLP131343A0503","CAWMPCE13332EF1BB9"
"Tim McGraw","ARS54I31187FB46721","Taylor Swift",NA,"SOCLMAD12AB017FC09","CAWMPCE13332EF1BB9"
"Hips Don't Lie (featuring Wyclef Jean)","AR6PJ8R1187FB5AD70","Shakira",NA,"SOEHWGF12A6D4F8B2B","CAWMPCE13332EF1BB9"
"Supermassive Black Hole (Album Version)","ARR3ONV1187B9A2F59","Muse",NA,"SOIZLKI12A6D4F7B61","CAWMPCE13332EF1BB9"
"Superman","ARTH9041187FB43E1F","Eminem",2,"SOHEMBB12A6701E907","CAWMPCE13332EF1BB9"
"'Till I Collapse","ARTH9041187FB43E1F","Eminem",2,"SOBPKPW12A6701E8F9","CAWMPCE13332EF1BB9"
"Seven Nation Army","AR8V1WA1187B9AD9E9","The White Stripes",NA,"SOAUFOF12AB0180C65","CAWMPCE13332EF1BB9"
"Sing For The Moment","ARTH9041187FB43E1F","Eminem",1,"SOHRQFL12A6D4F3C8A","CAWMPCE13332EF1BB9"
"Use Somebody","ARF2EHS1187B994F4E","Kings of Leon",NA,"SOWCKVR12A8C142411","CAWMPCE13332EF1BB9"
"Manhattan","ARF2EHS1187B994F4E","Kings of Leon",NA,"SOJGSIO12A8C141DBF","CAWMPCE13332EF1BB9"
"Bubble Toes","ARC8CQZ1187B98DECA","Jack Johnson",1,"SOSPXWA12AB0181875","CAWMPCE13332EF1BB9"
"Kryptonite","ARW1MUW1187FB4D5A1","3 Doors Down",2,"SOLLNTU12A6701CFDC","CAWMPCE13332EF1BB9"
"Bird Without A Feather","AR7TTS41187B9B42D3","R.L. Burnside",1,"SOQIKLV12A8C142B44","CAEIKLK13332A034AD"
"The Heist","ARW4XC11187B9B017F","Big L",2,"SOQEMTP12A6701F66C","CAEIKLK13332A034AD"
"Goin' Down South","AR7TTS41187B9B42D3","R.L. Burnside",1,"SOGSRGL12A58A7D698","CAEIKLK13332A034AD"
"Poor Boy","AR7TTS41187B9B42D3","R.L. Burnside",1,"SORZEDT12A58A7C3C5","CAEIKLK13332A034AD"
"Do We","ARM9UI31187B99D115","DJ Food",3,"SOXCJVG12AB0185C22","CAEIKLK13332A034AD"
"Telegram","ARVXSL91187FB3DF54","Strong Arm Steady",1,"SOKKNSQ12AB0186471","CAEIKLK13332A034AD"
"The Boiling Point","AR9788H1187B9A05D1","OuterSpace",1,"SOJRFLK12A8C13E226","CAEIKLK13332A034AD"
"Tojo Told Hitler","AR7TTS41187B9B42D3","R.L. Burnside",1,"SOJEIST12AB0189622","CAEIKLK13332A034AD"
"Ambassadors ft. Planet Asia & Chace Infinite","ARVXSL91187FB3DF54","Strong Arm Steady",1,"SOBYEUO12AB01876F8","CAEIKLK13332A034AD"
"Holdin' It Down","ARW4XC11187B9B017F","Big L",2,"SODVUNO12A6701F66B","CAEIKLK13332A034AD"
"Miss Maybelle","AR7TTS41187B9B42D3","R.L. Burnside",2,"SOPPXIF12AB0184EB7","CAEIKLK13332A034AD"
"It's Bad You Know","AR7TTS41187B9B42D3","R.L. Burnside",1,"SOWWRAN12A58A7C507","CAEIKLK13332A034AD"
"Slow Dancing In A Burning Room","ARZENOX1187B98A645","John Mayer",NA,"SOHMJJQ12AF72AD2A2","CAUJJRL1332EBA1C2C"
"so long, astoria","ARPKK761187FB4D53C","The Ataris",1,"SOQTPRI12A8C13279B","CAUJJRL1332EBA1C2C"
"LDN","ARKZJ301187FB521B2","Lily Allen",1,"SOTKMXA12A6D4F672F","CAUJJRL1332EBA1C2C"
"Mirando de lado","ARM9Q581187B98E984","Kinky",1,"SOKLMRT12A6701DA8A","CAUJJRL1332EBA1C2C"
"Tú","ARCIGKY1187FB4FAC7","Lucybell",1,"SOWFQMW12A8C13C1A2","CAUJJRL1332EBA1C2C"
"Sembrando En El Mar","ARCIGKY1187FB4FAC7","Lucybell",1,"SODPJNR12A81C213F1","CAUJJRL1332EBA1C2C"
"Tim McGraw","ARS54I31187FB46721","Taylor Swift",2,"SOCLMAD12AB017FC09","CAUJJRL1332EBA1C2C"
"Dance With You","ARE2DJ41187B99083E","Live",2,"SODGHOY12AF729E350","CAUJJRL1332EBA1C2C"
"Can't Have You","ARWQ4AM1187B9AD5F8","Jonas Brothers",2,"SOZVTRJ12A8C14308B","CAUJJRL1332EBA1C2C"
"Dumpweed","ARA3I0J1187FB57869","blink-182",6,"SOTGCYY12A6310D7A2","CAUJJRL1332EBA1C2C"
"Always","ARA3I0J1187FB57869","blink-182",1,"SOKZICY12A6310DF57","CAUJJRL1332EBA1C2C"
"Gotas De Agua Dulce","ARYN2M61187B995BD6","Juanes",6,"SOSKYPB12A8C1401F4","CAUJJRL1332EBA1C2C"
"Don't Think I Don't Think About It","AR3ETJY1187B98ED15","Darius Rucker",9,"SOIZZXF12AB0187C34","CAUJJRL1332EBA1C2C"
"History In The Making","AR3ETJY1187B98ED15","Darius Rucker",1,"SOTJSCD12A8C14093B","CAUJJRL1332EBA1C2C"
"Dance With You","ARE2DJ41187B99083E","Live",1,"SODGHOY12AF729E350","CAUJJRL1332EBA1C2C"
"World In Motion","ARNHHIV1187FB4EA23","New Order",1,"SOVYSUE1315CD4B29E","CAGCFFY13328272702"
"The Perfect Kiss","ARNHHIV1187FB4EA23","New Order",1,"SOAJYSF12A6701D300","CAGCFFY13328272702"
"Love Comes Quickly","ARA60941187B9AD4A3","Pet Shop Boys",1,"SOSTHNK12A6310D8FA","CAGCFFY13328272702"
"Seaside","ARWDPT81187B99C656","The Kooks",1,"SOJLVFZ12A58A7880C","CAGCFFY13328272702"
"Masculine Eclipse","ARKE2XZ1187FB5A330","The Beautiful South",NA,"SOZQASV12A6D4F87CB","CAGCFFY13328272702"
"Love Ain't Gonna Let You Down","ARC1IHZ1187FB4E920","Jamie Cullum",2,"SOUZCGQ12AB0180F4C","CAGCFFY13328272702"
"Sour Times","ARJVTD81187FB51621","Portishead",5,"SOWQJUV12A6701FA45","CAGCFFY13328272702"
"The World Is Mine","ARH2QI91187FB3788D","David Guetta",4,"SOHVRUU12AB017BA26","CAGCFFY13328272702"
"#17 (Album Version)","ARYPTWE1187FB49D64","Aphex Twin",1,"SOHICXR12A8C13DD0D","CAGCFFY13328272702"
"Over","ARJVTD81187FB51621","Portishead",2,"SONMEPF12A6D4F3C92","CAGCFFY13328272702"
"Holiday","AR0JGK61187FB53658","Metronomy",1,"SOUECMS12A8C142D30","CARNPQB1333386FCF2"
"A Thing For Me","AR0JGK61187FB53658","Metronomy",NA,"SORBTUD12A8C142D36","CARNPQB1333386FCF2"
"Drum Rain","AR78HH21187B9B84D1","Nicolas Repac",1,"SOKBUXA12A6D4FACC8","CARNPQB1333386FCF2"
"On The Motorway","AR0JGK61187FB53658","Metronomy",1,"SOWKRVJ12A8C142D21","CARNPQB1333386FCF2"
"Meteor","AR2JB471187FB470A2","The Bird and the Bee",2,"SOQSPDJ12A58A7EC6E","CARNPQB1333386FCF2"
"Baby","AR2JB471187FB470A2","The Bird and the Bee",1,"SOJPFPR12AB018109D","CARNPQB1333386FCF2"
"La pègre","AR78HH21187B9B84D1","Nicolas Repac",1,"SOPQCBV12A6D4FACC6","CARNPQB1333386FCF2"
"Negro Digital","AR78HH21187B9B84D1","Nicolas Repac",1,"SOPWMVB12A6D4FACCE","CARNPQB1333386FCF2"
"Tiger By My Side","ARD063K11C8A422ED7","Empire of the Sun",1,"SOPLUBC12A8C142B6D","CARNPQB1333386FCF2"
"Itchy Feet","AR2VW3S1187B98B310","Leggo Beast",2,"SOXCBEF12A8C146AFE","CARNPQB1333386FCF2"
"Ooh La La","AR8K3HD1187B9B9CA9","Goldfrapp",1,"SOKTHGA131677165F9","CARNPQB1333386FCF2"
"Will You Love Me Tomorrow?","ARALP6I1187B989E27","The Shirelles",1,"SOCUZFA12A8C142EBB","CARNPQB1333386FCF2"
"Lovely 2 C U","AR8K3HD1187B9B9CA9","Goldfrapp",1,"SOKCTID12A6D4F8420","CARNPQB1333386FCF2"
"This Old House w/ When The Saints Medley","ARFN9XG1187FB47D74","George Younce",7,"SOFPNOY12A8C134D40","CARNPQB1333386FCF2"
"Babel","ARNF13I1187FB562A5","Massive Attack",2,"SOOJCVS12AB01861A8","CARNPQB1333386FCF2"
"Corazon Espinado","ARX2F7M1187B9A5563","Maná",1,"SOAIQCY12A8AE4616E","CAWHRFN13332AA8AFC"
"He Can Only Hold Her","ARWD25M1187FB4C563","Amy Winehouse",1,"SOZOIUU12A67ADFA39","CAWHRFN13332AA8AFC"
"Ring The Alarm","AR65K7A1187FB4DAA4","Beyoncé",1,"SOGUUQH12A8C1427D6","CAWHRFN13332AA8AFC"
"Clocks","ARJ7KF01187B98D717","Coldplay",NA,"SOCVTLJ12A6310F0FD","CAWHRFN13332AA8AFC"
"Lithium","ARH3S5S1187FB4F76B","Nirvana",NA,"SOTYOAC12A6701E923","CAWHRFN13332AA8AFC"
"Somebody Else's Money","AR9HQ7S1187B9ACDCA","The Wallflowers",1,"SOCGFLT12A6D4FD013","CAWHRFN13332AA8AFC"
"Been A Son","ARH3S5S1187FB4F76B","Nirvana",1,"SOALERS12A6701E91F","CAWHRFN13332AA8AFC"
"Beautiful Life","AR2IKF71187FB4D0C2","Ace of Base",NA,"SOZBKFF12A679D7E21","CAWHRFN13332AA8AFC"
"Two Words","ARRH63Y1187FB47783","Kanye West",15,"SORVNJF1315CD46AB6","CAWHRFN13332AA8AFC"
"Could I Be You (Album Version)","ARVLXWP1187FB5B94A","matchbox twenty",1,"SOSKLOU12A6D4F6221","CAWHRFN13332AA8AFC"
"Heaven","ARRJES71187FB4D09E","Bryan Adams",3,"SOVHFMK12A679AE565","CAWHRFN13332AA8AFC"
"Long As I Can See The Light","ARSAIUN1187FB398D3","Creedence Clearwater Revival",1,"SOASOOD12A8C13EE86","CAWHRFN13332AA8AFC"
"Drunk On Love","ARRRVMG1187FB532AC","Radney Foster",1,"SOZPMXA12A6D4FC6CC","CAWHRFN13332AA8AFC"
"The Kindness Of Strangers","ARRRVMG1187FB532AC","Radney Foster",1,"SOMESIV12A6D4FC6F2","CAWHRFN13332AA8AFC"
